appid,game_name,concurrent_players,collected_at
271590,Grand Theft Auto V,115517,2026-01-02 20:19:45.917821
1811260,EA SPORTS FC™ 26,1021,2026-01-02 20:19:45.917821
730,Counter-Strike 2,1397187,2026-01-02 20:19:45.917821
578080,PUBG: Battlegrounds,229718,2026-01-02 20:19:45.917821
1172470,Apex Legends,63459,2026-01-02 20:19:45.917821
570,Dota 2,710207,2026-01-02 20:19:45.917821
1778820,TEKKEN 8,6071,2026-01-02 20:19:45.917821
271590,Grand Theft Auto V,115517,2026-01-02 20:29:48.387423
1811260,EA SPORTS FC™ 26,990,2026-01-02 20:29:48.387423
730,Counter-Strike 2,1388297,2026-01-02 20:29:48.387423
578080,PUBG: Battlegrounds,218481,2026-01-02 20:29:48.387423
1172470,Apex Legends,61885,2026-01-02 20:29:48.387423
570,Dota 2,702980,2026-01-02 20:29:48.387423
1778820,TEKKEN 8,6071,2026-01-02 20:29:48.387423
271590,Grand Theft Auto V,113927,2026-01-02 20:39:50.994752
1811260,EA SPORTS FC™ 26,976,2026-01-02 20:39:50.994752
730,Counter-Strike 2,1381662,2026-01-02 20:39:50.994752
578080,PUBG: Battlegrounds,213601,2026-01-02 20:39:50.994752
1172470,Apex Legends,61183,2026-01-02 20:39:50.994752
570,Dota 2,699329,2026-01-02 20:39:50.994752
1778820,TEKKEN 8,6083,2026-01-02 20:39:50.994752
271590,Grand Theft Auto V,113927,2026-01-02 20:49:54.466472
1811260,EA SPORTS FC™ 26,976,2026-01-02 20:49:54.466472
730,Counter-Strike 2,1381662,2026-01-02 20:49:54.466472
578080,PUBG: Battlegrounds,213601,2026-01-02 20:49:54.466472
1172470,Apex Legends,61183,2026-01-02 20:49:54.466472
570,Dota 2,699329,2026-01-02 20:49:54.466472
1778820,TEKKEN 8,6083,2026-01-02 20:49:54.466472
271590,Grand Theft Auto V,112325,2026-01-02 20:59:56.902900
1811260,EA SPORTS FC™ 26,945,2026-01-02 20:59:56.902900
730,Counter-Strike 2,1363847,2026-01-02 20:59:56.902900
578080,PUBG: Battlegrounds,202968,2026-01-02 20:59:56.902900
1172470,Apex Legends,59778,2026-01-02 20:59:56.902900
570,Dota 2,687007,2026-01-02 20:59:56.902900
1778820,TEKKEN 8,6052,2026-01-02 20:59:56.902900
271590,Grand Theft Auto V,112325,2026-01-02 21:10:00.307867
1811260,EA SPORTS FC™ 26,945,2026-01-02 21:10:00.307867
730,Counter-Strike 2,1363847,2026-01-02 21:10:00.307867
578080,PUBG: Battlegrounds,202968,2026-01-02 21:10:00.307867
1172470,Apex Legends,59778,2026-01-02 21:10:00.307867
570,Dota 2,687007,2026-01-02 21:10:00.307867
1778820,TEKKEN 8,6052,2026-01-02 21:10:00.307867
271590,Grand Theft Auto V,110572,2026-01-02 21:20:02.680332
1811260,EA SPORTS FC™ 26,927,2026-01-02 21:20:02.680332
730,Counter-Strike 2,1340263,2026-01-02 21:20:02.680332
578080,PUBG: Battlegrounds,191829,2026-01-02 21:20:02.680332
1172470,Apex Legends,58305,2026-01-02 21:20:02.680332
570,Dota 2,672441,2026-01-02 21:20:02.680332
1778820,TEKKEN 8,6018,2026-01-02 21:20:02.680332
271590,Grand Theft Auto V,110572,2026-01-02 21:30:05.983155
1811260,EA SPORTS FC™ 26,927,2026-01-02 21:30:05.983155
730,Counter-Strike 2,1340263,2026-01-02 21:30:05.983155
578080,PUBG: Battlegrounds,191829,2026-01-02 21:30:05.983155
1172470,Apex Legends,58305,2026-01-02 21:30:05.983155
570,Dota 2,672441,2026-01-02 21:30:05.983155
1778820,TEKKEN 8,6018,2026-01-02 21:30:05.983155
271590,Grand Theft Auto V,107561,2026-01-02 21:40:08.416927
1811260,EA SPORTS FC™ 26,884,2026-01-02 21:40:08.416927
730,Counter-Strike 2,1235772,2026-01-02 21:40:08.416927
578080,PUBG: Battlegrounds,181157,2026-01-02 21:40:08.416927
1172470,Apex Legends,56798,2026-01-02 21:40:08.416927
570,Dota 2,654928,2026-01-02 21:40:08.416927
1778820,TEKKEN 8,5958,2026-01-02 21:40:08.416927
271590,Grand Theft Auto V,106064,2026-01-02 21:50:12.642596
1811260,EA SPORTS FC™ 26,878,2026-01-02 21:50:12.642596
730,Counter-Strike 2,1224567,2026-01-02 21:50:12.642596
578080,PUBG: Battlegrounds,175916,2026-01-02 21:50:12.642596
1172470,Apex Legends,56086,2026-01-02 21:50:12.642596
570,Dota 2,646949,2026-01-02 21:50:12.642596
1778820,TEKKEN 8,5958,2026-01-02 21:50:12.642596
271590,Grand Theft Auto V,104753,2026-01-02 22:00:15.876443
1811260,EA SPORTS FC™ 26,856,2026-01-02 22:00:15.876443
730,Counter-Strike 2,1210474,2026-01-02 22:00:15.876443
578080,PUBG: Battlegrounds,170415,2026-01-02 22:00:15.876443
1172470,Apex Legends,55383,2026-01-02 22:00:15.876443
570,Dota 2,638016,2026-01-02 22:00:15.876443
1778820,TEKKEN 8,5962,2026-01-02 22:00:15.876443
271590,Grand Theft Auto V,104753,2026-01-02 22:10:19.455012
1811260,EA SPORTS FC™ 26,856,2026-01-02 22:10:19.455012
730,Counter-Strike 2,1210474,2026-01-02 22:10:19.455012
578080,PUBG: Battlegrounds,170415,2026-01-02 22:10:19.455012
1172470,Apex Legends,55383,2026-01-02 22:10:19.455012
570,Dota 2,638016,2026-01-02 22:10:19.455012
1778820,TEKKEN 8,5962,2026-01-02 22:10:19.455012
271590,Grand Theft Auto V,101268,2026-01-02 22:20:21.856249
1811260,EA SPORTS FC™ 26,843,2026-01-02 22:20:21.856249
730,Counter-Strike 2,1179709,2026-01-02 22:20:21.856249
578080,PUBG: Battlegrounds,158766,2026-01-02 22:20:21.856249
1172470,Apex Legends,53624,2026-01-02 22:20:21.856249
570,Dota 2,619948,2026-01-02 22:20:21.856249
1778820,TEKKEN 8,5945,2026-01-02 22:20:21.856249
271590,Grand Theft Auto V,101268,2026-01-02 22:30:25.295362
1811260,EA SPORTS FC™ 26,843,2026-01-02 22:30:25.295362
730,Counter-Strike 2,1179709,2026-01-02 22:30:25.295362
578080,PUBG: Battlegrounds,158766,2026-01-02 22:30:25.295362
1172470,Apex Legends,53624,2026-01-02 22:30:25.295362
570,Dota 2,619948,2026-01-02 22:30:25.295362
1778820,TEKKEN 8,5945,2026-01-02 22:30:25.295362
271590,Grand Theft Auto V,97644,2026-01-02 22:40:27.741163
1811260,EA SPORTS FC™ 26,827,2026-01-02 22:40:27.741163
730,Counter-Strike 2,1100942,2026-01-02 22:40:27.741163
578080,PUBG: Battlegrounds,147625,2026-01-02 22:40:27.741163
1172470,Apex Legends,51864,2026-01-02 22:40:27.741163
570,Dota 2,600798,2026-01-02 22:40:27.741163
1778820,TEKKEN 8,5903,2026-01-02 22:40:27.741163
271590,Grand Theft Auto V,97644,2026-01-02 22:50:30.178275
1811260,EA SPORTS FC™ 26,827,2026-01-02 22:50:30.178275
730,Counter-Strike 2,1100942,2026-01-02 22:50:30.178275
578080,PUBG: Battlegrounds,147625,2026-01-02 22:50:30.178275
1172470,Apex Legends,51864,2026-01-02 22:50:30.178275
570,Dota 2,600798,2026-01-02 22:50:30.178275
1778820,TEKKEN 8,5842,2026-01-02 22:50:30.178275
271590,Grand Theft Auto V,94342,2026-01-02 23:00:33.313175
1811260,EA SPORTS FC™ 26,824,2026-01-02 23:00:33.313175
730,Counter-Strike 2,1074176,2026-01-02 23:00:33.313175
578080,PUBG: Battlegrounds,136462,2026-01-02 23:00:33.313175
1172470,Apex Legends,49993,2026-01-02 23:00:33.313175
570,Dota 2,579413,2026-01-02 23:00:33.313175
1778820,TEKKEN 8,5842,2026-01-02 23:00:33.313175
271590,Grand Theft Auto V,94342,2026-01-02 23:10:37.148092
1811260,EA SPORTS FC™ 26,824,2026-01-02 23:10:37.148092
730,Counter-Strike 2,1074176,2026-01-02 23:10:37.148092
578080,PUBG: Battlegrounds,136462,2026-01-02 23:10:37.148092
1172470,Apex Legends,49993,2026-01-02 23:10:37.148092
570,Dota 2,579413,2026-01-02 23:10:37.148092
1778820,TEKKEN 8,5823,2026-01-02 23:10:37.148092
271590,Grand Theft Auto V,89286,2026-01-02 23:20:40.880462
1811260,EA SPORTS FC™ 26,779,2026-01-02 23:20:40.880462
730,Counter-Strike 2,1041055,2026-01-02 23:20:40.880462
578080,PUBG: Battlegrounds,122072,2026-01-02 23:20:40.880462
1172470,Apex Legends,47847,2026-01-02 23:20:40.880462
570,Dota 2,555812,2026-01-02 23:20:40.880462
1778820,TEKKEN 8,5823,2026-01-02 23:20:40.880462
271590,Grand Theft Auto V,87382,2026-01-02 23:30:47.716182
1811260,EA SPORTS FC™ 26,753,2026-01-02 23:30:47.716182
730,Counter-Strike 2,1026498,2026-01-02 23:30:47.716182
578080,PUBG: Battlegrounds,117518,2026-01-02 23:30:47.716182
1172470,Apex Legends,47202,2026-01-02 23:30:47.716182
570,Dota 2,546286,2026-01-02 23:30:47.716182
1778820,TEKKEN 8,5776,2026-01-02 23:30:47.716182
271590,Grand Theft Auto V,87382,2026-01-02 23:40:51.821899
1811260,EA SPORTS FC™ 26,753,2026-01-02 23:40:51.821899
730,Counter-Strike 2,1026498,2026-01-02 23:40:51.821899
578080,PUBG: Battlegrounds,117518,2026-01-02 23:40:51.821899
1172470,Apex Legends,47202,2026-01-02 23:40:51.821899
570,Dota 2,546286,2026-01-02 23:40:51.821899
1778820,TEKKEN 8,5776,2026-01-02 23:40:51.821899
271590,Grand Theft Auto V,83948,2026-01-02 23:50:54.289985
1811260,EA SPORTS FC™ 26,716,2026-01-02 23:50:54.289985
730,Counter-Strike 2,988546,2026-01-02 23:50:54.289985
578080,PUBG: Battlegrounds,109345,2026-01-02 23:50:54.289985
1172470,Apex Legends,45989,2026-01-02 23:50:54.289985
570,Dota 2,526698,2026-01-02 23:50:54.289985
1778820,TEKKEN 8,5612,2026-01-02 23:50:54.289985
271590,Grand Theft Auto V,83948,2026-01-03 00:00:57.606077
1811260,EA SPORTS FC™ 26,716,2026-01-03 00:00:57.606077
730,Counter-Strike 2,988546,2026-01-03 00:00:57.606077
578080,PUBG: Battlegrounds,109345,2026-01-03 00:00:57.606077
1172470,Apex Legends,45989,2026-01-03 00:00:57.606077
570,Dota 2,526698,2026-01-03 00:00:57.606077
1778820,TEKKEN 8,5612,2026-01-03 00:00:57.606077
271590,Grand Theft Auto V,80126,2026-01-03 00:11:00.039537
1811260,EA SPORTS FC™ 26,696,2026-01-03 00:11:00.039537
730,Counter-Strike 2,951415,2026-01-03 00:11:00.039537
578080,PUBG: Battlegrounds,102036,2026-01-03 00:11:00.039537
1172470,Apex Legends,45073,2026-01-03 00:11:00.039537
570,Dota 2,508103,2026-01-03 00:11:00.039537
1778820,TEKKEN 8,5591,2026-01-03 00:11:00.039537
271590,Grand Theft Auto V,80126,2026-01-03 00:21:03.466009
1811260,EA SPORTS FC™ 26,696,2026-01-03 00:21:03.466009
730,Counter-Strike 2,951415,2026-01-03 00:21:03.466009
578080,PUBG: Battlegrounds,102036,2026-01-03 00:21:03.466009
1172470,Apex Legends,45073,2026-01-03 00:21:03.466009
570,Dota 2,508103,2026-01-03 00:21:03.466009
1778820,TEKKEN 8,5591,2026-01-03 00:21:03.466009
271590,Grand Theft Auto V,77219,2026-01-03 00:31:05.829391
1811260,EA SPORTS FC™ 26,640,2026-01-03 00:31:05.829391
730,Counter-Strike 2,917460,2026-01-03 00:31:05.829391
578080,PUBG: Battlegrounds,99253,2026-01-03 00:31:05.829391
1172470,Apex Legends,44888,2026-01-03 00:31:05.829391
570,Dota 2,491786,2026-01-03 00:31:05.829391
1778820,TEKKEN 8,5662,2026-01-03 00:31:05.829391
271590,Grand Theft Auto V,77219,2026-01-03 00:41:09.788974
1811260,EA SPORTS FC™ 26,640,2026-01-03 00:41:09.788974
730,Counter-Strike 2,917460,2026-01-03 00:41:09.788974
578080,PUBG: Battlegrounds,99253,2026-01-03 00:41:09.788974
1172470,Apex Legends,44888,2026-01-03 00:41:09.788974
570,Dota 2,491786,2026-01-03 00:41:09.788974
1778820,TEKKEN 8,5662,2026-01-03 00:41:09.788974
271590,Grand Theft Auto V,74364,2026-01-03 00:51:12.190934
1811260,EA SPORTS FC™ 26,617,2026-01-03 00:51:12.190934
730,Counter-Strike 2,890265,2026-01-03 00:51:12.190934
578080,PUBG: Battlegrounds,98988,2026-01-03 00:51:12.190934
1172470,Apex Legends,45170,2026-01-03 00:51:12.190934
570,Dota 2,481034,2026-01-03 00:51:12.190934
1778820,TEKKEN 8,5601,2026-01-03 00:51:12.190934
271590,Grand Theft Auto V,72965,2026-01-03 01:01:15.755887
1811260,EA SPORTS FC™ 26,602,2026-01-03 01:01:15.755887
730,Counter-Strike 2,884800,2026-01-03 01:01:15.755887
578080,PUBG: Battlegrounds,99498,2026-01-03 01:01:15.755887
1172470,Apex Legends,45550,2026-01-03 01:01:15.755887
570,Dota 2,475596,2026-01-03 01:01:15.755887
1778820,TEKKEN 8,5586,2026-01-03 01:01:15.755887
271590,Grand Theft Auto V,72965,2026-01-03 01:11:19.248403
1811260,EA SPORTS FC™ 26,602,2026-01-03 01:11:19.248403
730,Counter-Strike 2,884800,2026-01-03 01:11:19.248403
578080,PUBG: Battlegrounds,99498,2026-01-03 01:11:19.248403
1172470,Apex Legends,45550,2026-01-03 01:11:19.248403
570,Dota 2,475596,2026-01-03 01:11:19.248403
1778820,TEKKEN 8,5586,2026-01-03 01:11:19.248403
271590,Grand Theft Auto V,70570,2026-01-03 01:21:21.727432
1811260,EA SPORTS FC™ 26,604,2026-01-03 01:21:21.727432
730,Counter-Strike 2,853262,2026-01-03 01:21:21.727432
578080,PUBG: Battlegrounds,103356,2026-01-03 01:21:21.727432
1172470,Apex Legends,46851,2026-01-03 01:21:21.727432
570,Dota 2,468587,2026-01-03 01:21:21.727432
1778820,TEKKEN 8,5535,2026-01-03 01:21:21.727432
271590,Grand Theft Auto V,70570,2026-01-03 01:31:25.145026
1811260,EA SPORTS FC™ 26,604,2026-01-03 01:31:25.145026
730,Counter-Strike 2,853262,2026-01-03 01:31:25.145026
578080,PUBG: Battlegrounds,103356,2026-01-03 01:31:25.145026
1172470,Apex Legends,46851,2026-01-03 01:31:25.145026
570,Dota 2,468587,2026-01-03 01:31:25.145026
1778820,TEKKEN 8,5535,2026-01-03 01:31:25.145026
271590,Grand Theft Auto V,68562,2026-01-03 01:41:27.639718
1811260,EA SPORTS FC™ 26,583,2026-01-03 01:41:27.639718
730,Counter-Strike 2,837204,2026-01-03 01:41:27.639718
578080,PUBG: Battlegrounds,109806,2026-01-03 01:41:27.639718
1172470,Apex Legends,48890,2026-01-03 01:41:27.639718
570,Dota 2,461897,2026-01-03 01:41:27.639718
1778820,TEKKEN 8,5645,2026-01-03 01:41:27.639718
271590,Grand Theft Auto V,68562,2026-01-03 01:51:31.129916
1811260,EA SPORTS FC™ 26,583,2026-01-03 01:51:31.129916
730,Counter-Strike 2,837204,2026-01-03 01:51:31.129916
578080,PUBG: Battlegrounds,109806,2026-01-03 01:51:31.129916
1172470,Apex Legends,48890,2026-01-03 01:51:31.129916
570,Dota 2,461897,2026-01-03 01:51:31.129916
1778820,TEKKEN 8,5645,2026-01-03 01:51:31.129916
271590,Grand Theft Auto V,67301,2026-01-03 02:01:33.636752
1811260,EA SPORTS FC™ 26,596,2026-01-03 02:01:33.636752
730,Counter-Strike 2,822390,2026-01-03 02:01:33.636752
578080,PUBG: Battlegrounds,118770,2026-01-03 02:01:33.636752
1172470,Apex Legends,50989,2026-01-03 02:01:33.636752
570,Dota 2,462138,2026-01-03 02:01:33.636752
1778820,TEKKEN 8,5664,2026-01-03 02:01:33.636752
271590,Grand Theft Auto V,67301,2026-01-03 02:11:37.185718
1811260,EA SPORTS FC™ 26,596,2026-01-03 02:11:37.185718
730,Counter-Strike 2,822390,2026-01-03 02:11:37.185718
578080,PUBG: Battlegrounds,118770,2026-01-03 02:11:37.185718
1172470,Apex Legends,50989,2026-01-03 02:11:37.185718
570,Dota 2,462138,2026-01-03 02:11:37.185718
1778820,TEKKEN 8,5664,2026-01-03 02:11:37.185718
271590,Grand Theft Auto V,65663,2026-01-03 02:21:39.657327
1811260,EA SPORTS FC™ 26,591,2026-01-03 02:21:39.657327
730,Counter-Strike 2,818078,2026-01-03 02:21:39.657327
578080,PUBG: Battlegrounds,121657,2026-01-03 02:21:39.657327
1172470,Apex Legends,51460,2026-01-03 02:21:39.657327
570,Dota 2,462055,2026-01-03 02:21:39.657327
1778820,TEKKEN 8,5646,2026-01-03 02:21:39.657327
271590,Grand Theft Auto V,65042,2026-01-03 02:31:42.838067
1811260,EA SPORTS FC™ 26,589,2026-01-03 02:31:42.838067
730,Counter-Strike 2,806146,2026-01-03 02:31:42.838067
578080,PUBG: Battlegrounds,135883,2026-01-03 02:31:42.838067
1172470,Apex Legends,54986,2026-01-03 02:31:42.838067
570,Dota 2,465101,2026-01-03 02:31:42.838067
1778820,TEKKEN 8,5646,2026-01-03 02:31:42.838067
271590,Grand Theft Auto V,65042,2026-01-03 02:41:46.131331
1811260,EA SPORTS FC™ 26,589,2026-01-03 02:41:46.131331
730,Counter-Strike 2,806146,2026-01-03 02:41:46.131331
578080,PUBG: Battlegrounds,135883,2026-01-03 02:41:46.131331
1172470,Apex Legends,54986,2026-01-03 02:41:46.131331
570,Dota 2,465101,2026-01-03 02:41:46.131331
1778820,TEKKEN 8,5653,2026-01-03 02:41:46.131331
271590,Grand Theft Auto V,64445,2026-01-03 02:51:48.952470
1811260,EA SPORTS FC™ 26,592,2026-01-03 02:51:48.952470
730,Counter-Strike 2,807386,2026-01-03 02:51:48.952470
578080,PUBG: Battlegrounds,145942,2026-01-03 02:51:48.952470
1172470,Apex Legends,57678,2026-01-03 02:51:48.952470
570,Dota 2,466835,2026-01-03 02:51:48.952470
1778820,TEKKEN 8,5678,2026-01-03 02:51:48.952470
271590,Grand Theft Auto V,63061,2026-01-03 03:01:52.179987
1811260,EA SPORTS FC™ 26,592,2026-01-03 03:01:52.179987
730,Counter-Strike 2,800996,2026-01-03 03:01:52.179987
578080,PUBG: Battlegrounds,145942,2026-01-03 03:01:52.179987
1172470,Apex Legends,57678,2026-01-03 03:01:52.179987
570,Dota 2,466835,2026-01-03 03:01:52.179987
1778820,TEKKEN 8,5678,2026-01-03 03:01:52.179987
271590,Grand Theft Auto V,63061,2026-01-03 03:11:54.994604
1811260,EA SPORTS FC™ 26,609,2026-01-03 03:11:54.994604
730,Counter-Strike 2,800996,2026-01-03 03:11:54.994604
578080,PUBG: Battlegrounds,154457,2026-01-03 03:11:54.994604
1172470,Apex Legends,59944,2026-01-03 03:11:54.994604
570,Dota 2,468285,2026-01-03 03:11:54.994604
1778820,TEKKEN 8,5642,2026-01-03 03:11:54.994604
271590,Grand Theft Auto V,60855,2026-01-03 03:21:58.661912
1811260,EA SPORTS FC™ 26,609,2026-01-03 03:21:58.661912
730,Counter-Strike 2,795130,2026-01-03 03:21:58.661912
578080,PUBG: Battlegrounds,154457,2026-01-03 03:21:58.661912
1172470,Apex Legends,59944,2026-01-03 03:21:58.661912
570,Dota 2,468285,2026-01-03 03:21:58.661912
1778820,TEKKEN 8,5642,2026-01-03 03:21:58.661912
271590,Grand Theft Auto V,61156,2026-01-03 03:32:01.441402
1811260,EA SPORTS FC™ 26,612,2026-01-03 03:32:01.441402
730,Counter-Strike 2,791549,2026-01-03 03:32:01.441402
578080,PUBG: Battlegrounds,161447,2026-01-03 03:32:01.441402
1172470,Apex Legends,62105,2026-01-03 03:32:01.441402
570,Dota 2,469310,2026-01-03 03:32:01.441402
1778820,TEKKEN 8,5612,2026-01-03 03:32:01.441402
271590,Grand Theft Auto V,61156,2026-01-03 03:42:04.847081
1811260,EA SPORTS FC™ 26,612,2026-01-03 03:42:04.847081
730,Counter-Strike 2,791549,2026-01-03 03:42:04.847081
578080,PUBG: Battlegrounds,161447,2026-01-03 03:42:04.847081
1172470,Apex Legends,62105,2026-01-03 03:42:04.847081
570,Dota 2,469310,2026-01-03 03:42:04.847081
1778820,TEKKEN 8,5605,2026-01-03 03:42:04.847081
271590,Grand Theft Auto V,61158,2026-01-03 03:52:07.513511
1811260,EA SPORTS FC™ 26,587,2026-01-03 03:52:07.513511
730,Counter-Strike 2,783761,2026-01-03 03:52:07.513511
578080,PUBG: Battlegrounds,168595,2026-01-03 03:52:07.513511
1172470,Apex Legends,63656,2026-01-03 03:52:07.513511
570,Dota 2,467834,2026-01-03 03:52:07.513511
1778820,TEKKEN 8,5605,2026-01-03 03:52:07.513511
271590,Grand Theft Auto V,60638,2026-01-03 04:02:11.176717
1811260,EA SPORTS FC™ 26,596,2026-01-03 04:02:11.176717
730,Counter-Strike 2,780375,2026-01-03 04:02:11.176717
578080,PUBG: Battlegrounds,172054,2026-01-03 04:02:11.176717
1172470,Apex Legends,64431,2026-01-03 04:02:11.176717
570,Dota 2,466511,2026-01-03 04:02:11.176717
1778820,TEKKEN 8,5652,2026-01-03 04:02:11.176717
271590,Grand Theft Auto V,60638,2026-01-03 04:12:14.492995
1811260,EA SPORTS FC™ 26,596,2026-01-03 04:12:14.492995
730,Counter-Strike 2,780375,2026-01-03 04:12:14.492995
578080,PUBG: Battlegrounds,172054,2026-01-03 04:12:14.492995
1172470,Apex Legends,64431,2026-01-03 04:12:14.492995
570,Dota 2,466511,2026-01-03 04:12:14.492995
1778820,TEKKEN 8,5652,2026-01-03 04:12:14.492995
271590,Grand Theft Auto V,60546,2026-01-03 04:22:17.283604
1811260,EA SPORTS FC™ 26,571,2026-01-03 04:22:17.283604
730,Counter-Strike 2,780403,2026-01-03 04:22:17.283604
578080,PUBG: Battlegrounds,183471,2026-01-03 04:22:17.283604
1172470,Apex Legends,66806,2026-01-03 04:22:17.283604
570,Dota 2,467003,2026-01-03 04:22:17.283604
1778820,TEKKEN 8,5665,2026-01-03 04:22:17.283604
271590,Grand Theft Auto V,60546,2026-01-03 04:32:20.775341
1811260,EA SPORTS FC™ 26,571,2026-01-03 04:32:20.775341
730,Counter-Strike 2,780403,2026-01-03 04:32:20.775341
578080,PUBG: Battlegrounds,183471,2026-01-03 04:32:20.775341
1172470,Apex Legends,66806,2026-01-03 04:32:20.775341
570,Dota 2,467003,2026-01-03 04:32:20.775341
1778820,TEKKEN 8,5665,2026-01-03 04:32:20.775341
271590,Grand Theft Auto V,61063,2026-01-03 04:42:23.289345
1811260,EA SPORTS FC™ 26,547,2026-01-03 04:42:23.289345
730,Counter-Strike 2,783794,2026-01-03 04:42:23.289345
578080,PUBG: Battlegrounds,199928,2026-01-03 04:42:23.289345
1172470,Apex Legends,70181,2026-01-03 04:42:23.289345
570,Dota 2,468346,2026-01-03 04:42:23.289345
1778820,TEKKEN 8,5727,2026-01-03 04:42:23.289345
271590,Grand Theft Auto V,61063,2026-01-03 04:52:26.790733
1811260,EA SPORTS FC™ 26,547,2026-01-03 04:52:26.790733
730,Counter-Strike 2,783794,2026-01-03 04:52:26.790733
578080,PUBG: Battlegrounds,199928,2026-01-03 04:52:26.790733
1172470,Apex Legends,70181,2026-01-03 04:52:26.790733
570,Dota 2,468346,2026-01-03 04:52:26.790733
1778820,TEKKEN 8,5727,2026-01-03 04:52:26.790733
271590,Grand Theft Auto V,61553,2026-01-03 05:02:29.310086
1811260,EA SPORTS FC™ 26,548,2026-01-03 05:02:29.310086
730,Counter-Strike 2,795152,2026-01-03 05:02:29.310086
578080,PUBG: Battlegrounds,220002,2026-01-03 05:02:29.310086
1172470,Apex Legends,74446,2026-01-03 05:02:29.310086
570,Dota 2,470855,2026-01-03 05:02:29.310086
1778820,TEKKEN 8,5756,2026-01-03 05:02:29.310086
271590,Grand Theft Auto V,61553,2026-01-03 05:12:32.743602
1811260,EA SPORTS FC™ 26,548,2026-01-03 05:12:32.743602
730,Counter-Strike 2,795152,2026-01-03 05:12:32.743602
578080,PUBG: Battlegrounds,220002,2026-01-03 05:12:32.743602
1172470,Apex Legends,74446,2026-01-03 05:12:32.743602
570,Dota 2,470855,2026-01-03 05:12:32.743602
1778820,TEKKEN 8,5756,2026-01-03 05:12:32.743602
271590,Grand Theft Auto V,62349,2026-01-03 05:22:35.202917
1811260,EA SPORTS FC™ 26,535,2026-01-03 05:22:35.202917
730,Counter-Strike 2,809371,2026-01-03 05:22:35.202917
578080,PUBG: Battlegrounds,244655,2026-01-03 05:22:35.202917
1172470,Apex Legends,79060,2026-01-03 05:22:35.202917
570,Dota 2,474396,2026-01-03 05:22:35.202917
1778820,TEKKEN 8,5708,2026-01-03 05:22:35.202917
271590,Grand Theft Auto V,62349,2026-01-03 05:32:38.634603
1811260,EA SPORTS FC™ 26,535,2026-01-03 05:32:38.634603
730,Counter-Strike 2,809371,2026-01-03 05:32:38.634603
578080,PUBG: Battlegrounds,244655,2026-01-03 05:32:38.634603
1172470,Apex Legends,79060,2026-01-03 05:32:38.634603
570,Dota 2,474396,2026-01-03 05:32:38.634603
1778820,TEKKEN 8,5708,2026-01-03 05:32:38.634603
271590,Grand Theft Auto V,62970,2026-01-03 05:42:41.123009
1811260,EA SPORTS FC™ 26,525,2026-01-03 05:42:41.123009
730,Counter-Strike 2,819042,2026-01-03 05:42:41.123009
578080,PUBG: Battlegrounds,271852,2026-01-03 05:42:41.123009
1172470,Apex Legends,84354,2026-01-03 05:42:41.123009
570,Dota 2,479560,2026-01-03 05:42:41.123009
1778820,TEKKEN 8,5715,2026-01-03 05:42:41.123009
271590,Grand Theft Auto V,62970,2026-01-03 05:52:44.641690
1811260,EA SPORTS FC™ 26,525,2026-01-03 05:52:44.641690
730,Counter-Strike 2,819042,2026-01-03 05:52:44.641690
578080,PUBG: Battlegrounds,271852,2026-01-03 05:52:44.641690
1172470,Apex Legends,84354,2026-01-03 05:52:44.641690
570,Dota 2,479560,2026-01-03 05:52:44.641690
1778820,TEKKEN 8,5715,2026-01-03 05:52:44.641690
271590,Grand Theft Auto V,64117,2026-01-03 06:02:47.142956
1811260,EA SPORTS FC™ 26,507,2026-01-03 06:02:47.142956
730,Counter-Strike 2,843807,2026-01-03 06:02:47.142956
578080,PUBG: Battlegrounds,297490,2026-01-03 06:02:47.142956
1172470,Apex Legends,89231,2026-01-03 06:02:47.142956
570,Dota 2,483413,2026-01-03 06:02:47.142956
1778820,TEKKEN 8,5704,2026-01-03 06:02:47.142956
271590,Grand Theft Auto V,64623,2026-01-03 06:12:50.633955
1811260,EA SPORTS FC™ 26,509,2026-01-03 06:12:50.633955
730,Counter-Strike 2,854147,2026-01-03 06:12:50.633955
578080,PUBG: Battlegrounds,311142,2026-01-03 06:12:50.633955
1172470,Apex Legends,91896,2026-01-03 06:12:50.633955
570,Dota 2,483413,2026-01-03 06:12:50.633955
1778820,TEKKEN 8,5662,2026-01-03 06:12:50.633955
271590,Grand Theft Auto V,65271,2026-01-03 06:22:54.094433
1811260,EA SPORTS FC™ 26,511,2026-01-03 06:22:54.094433
730,Counter-Strike 2,869158,2026-01-03 06:22:54.094433
578080,PUBG: Battlegrounds,324542,2026-01-03 06:22:54.094433
1172470,Apex Legends,94253,2026-01-03 06:22:54.094433
570,Dota 2,489872,2026-01-03 06:22:54.094433
1778820,TEKKEN 8,5603,2026-01-03 06:22:54.094433
271590,Grand Theft Auto V,65271,2026-01-03 06:32:57.405870
1811260,EA SPORTS FC™ 26,511,2026-01-03 06:32:57.405870
730,Counter-Strike 2,869158,2026-01-03 06:32:57.405870
578080,PUBG: Battlegrounds,324542,2026-01-03 06:32:57.405870
1172470,Apex Legends,94253,2026-01-03 06:32:57.405870
570,Dota 2,489872,2026-01-03 06:32:57.405870
1778820,TEKKEN 8,5603,2026-01-03 06:32:57.405870
271590,Grand Theft Auto V,66644,2026-01-03 06:42:59.934444
1811260,EA SPORTS FC™ 26,510,2026-01-03 06:42:59.934444
